row_id,English,Reference Igbo,source,english_token_count,reference_token_count
464,Goals from Luis Suarez and Arturo Vidal gave Barcelona a 2-1 win over the host team while a double from Gonzalo Higuain and one from Paulo Dybala saw Juventus come from behind to emerge victorious.,"Ọkpụ sitere n'aka Luis Suarez na Arturo Vidal mere ka Barcelona jiri ọkpụ abụọ a sara otu (2-1) merie ndị otu egwuregwu ahụ ha gbara bọọlụ na be ha, ebe ọkpụ abụọ sitere n'aka Gonzalo Higuain na otu ọkpụ si n'aka Paulo Dybala mere ka ndị Juventus si n'azụ nweta mmeri.",JHW,38,65
465,"In 1988, agents of Babangida junta set fire on Gani Fawehinmi's house at 28 Sabiu Ajose Crescent, Surulere, Lagos, housing his library and his second wife and her children.","N' 1988, ndị ozi inwere ọchịchị n' ike nke Babangida mụnyere ụlọ Gani Fawehimi ọkụ na 28 Sabiu Ajose Crescent, Surulere Lagos, nke bu ọba akwụkwọ ya na nwunye nke abụọ na ụmụ ya.",JHW,36,40
466,"Jehoshaphat slept with his fathers, and was buried with his fathers in his father David's city. Jehoram his son reigned in his place.","Mgbe ahụ, Jehoshafat sooro nna nna ya ha dina n'ọnwụ, e lie ya n'ebe e liri ha n'obodo Devid, nna ya. Jehoram nwa ya ghọrọ eze n'ọnọdụ ya.",Bible,28,41
467,Their story aroused the planning about IVF.,Akụkọ ha kpalitere nkata a na-akpa maka IVF.,JHW,8,11
468,"Pride goes before destruction, and an arrogant spirit before a fall.","Nganga na-eweta ịla n'iyi, mpako na-ewetakwa ọdịda.",Bible,13,15
469,"They said to him, ""See now, there are with your servants fifty strong men. Please let them go and seek your master. Perhaps the LORD's Spirit has taken him up, and put him on some mountain or into some valley."" He said, ""Don't send them.""","Ha sịrị ya ""Lee, anyị bụ ndị ohu gị nwere iri ndị ikom ise ahụ siri ike. Kwere ka ha ga chọgharịa nna gị ukwu. Ma eleghị anya mmụọ Onyenwe anyị eburula ya tụdakwa ya n'otu ugwu, maọbụ n'otu ndagwurugwu."" Ịlaisha zaghachiri, ""Unu ezigala ha.""",Bible,61,60
470,"When Paul had laid his hands on them, the Holy Spirit came on them and they spoke with other languages and prophesied.","Mgbe Pọl bikwasịrị ha aka ya abụọ n'isi, ha natara Mmụọ Nsọ. Ha kwukwara okwu n'asụsụ dị iche iche, bukwaa amụma.",Bible,24,29
471,"Nigeria’s Super Eagles has moved four spots in the November ranking to place 31 on the FIFA ranking table.In the ranking table on the website of the world football governing body, Nigeria garnered 1493 points as against 1481 points gotten in October.The movement still helped the Eagles retain the third position on the continent behind Senegal and Tunisia, who are placed 20th and 27th with 1555 and 1506 points respectively.The upward movement was as a result of their 2-1 win over the Benin Republic and 4-2 win over Lesotho in the Africa Cup of Nations qualifying matches.","Ndị egwu Super Eagles nke Naịjirịa enwetala akara anọ n'ogogo  n'ọnwa Nọvemba rue n'ogogo iriatọ na otu n'tebulu inye ọkwa nke FIFA. .na tebulu inye ọkwa n'ọwa ozi nke ndị ọrụ asọmụmpi bọọlụ nke mba ụwa, Naịjirịa nwetara akara otu puku na narị anọ na iri iteghete na atọ karịa otu puku narị anọ iri asatọ na otu nke ọ nwetararịị n'ọnwa Oktoba. Nke a nyeere Eagles aka ịnọgide na ndị nke atọ na kọntinentị n'azụ Senegal na Tunisia, ndị nke nọ n'ogo iriabụọ na iriabụọ na asaa site n'akara otu puku narị ise iri ise na ise na otu puku narị ise na isii dịwaga. Mbuli ahụ bụ maka mmeri nke ha ji 2-1 merie ndị Benin Republic na iji 4-2 meri Lesotho n'asọmụmpi ngafe n'Iko Mba nke Afịrịka.",JHW,112,163
472,"God said, ""This is the token of the covenant which I make between me and you and every living creature that is with you, for perpetual generations:","Chineke kwuru sị, ""Nke a bụ ihe ama nke ọgbụgba ndụ nke m na-etinye n'etiti mụ na unu, na n'etiti ihe niile nwere ndụ so unu, ọgbụgba ndụ nke ga-adị nye ọgbọ niile na-abịa n'ihu.",Bible,31,52
473,"Yesterday at the end of the match between Gambia where they won six goals to none, Oparanozie told BBC Igbo that she is happy to have scored four goals in the match.","Na ngwụcha asọmpi ha na ndị Gambia ụnyaahụ ebe ha ji ọkpụ goolu isii a na-asataghị otu merie, Oparanozie gwara BBC Igbo na obi dị ya ụtọ inye goolu anọ n'ime egwuregwu ahụ.",JHW,34,39
474,"Mr Uduh a lawyer while assuring the Obiano administration of the workers support, appreci1ated the Governor's magnanimity.","Mazị Uduh bụ onye ọka iwu mgbe ọ na-enyere ndị ọchịchị Obiano aka ikwado ndị ọrụ, kelekwara gọvanọ maka idi mma ya.",JHW,21,26
475,"Rehum, Hashabnah, Maaseiah,","Rehum, Hashabna, Maaseia,",Bible,6,6
476,"No longer do I call you servants, for the servant doesn't know what his lord does. But I have called you friends, for everything that I heard from my Father, I have made known to you.",Anaghị m akpọkwa unu ndị ohu ọzọ. N'ihi na ohu adịghị amatazu ihe niile onyenwe ya na-eme. Ma ana m akpọ unu ndị enyi m n'ihi na agwala m unu ihe niile m nụrụ n'ọnụ Nna m.,Bible,43,48
477,"""then you no longer allow him to do anything for his father or his mother,","N'ụzọ dị otu a, unu na-akwagide ndị mmadụ ka ha hapụ inyere nne na nna ha aka.",Bible,17,23
478,"However, there are still some questions surrounding her demise left unanswered.","Otu o sila dị, a ka nwere ajụjụ ụfọdụ gbara ọkpụrụkpụ banyere ọnwụ ya azaghị.",JHW,13,17
479,People who consume potentially contaminated food stuff especially those left open overnight or dried outside in the open.,Ndị na-eri nri nwere nje ahụ ọkachasị nri ndị gho oghe n'abali maọbụ ndị a gbara n'anwụ n'èzí.,JHW,19,27
480,"I will tell the north, 'Give them up!' and tell the south, 'Don't hold them back! Bring my sons from far away, and my daughters from the ends of the earth—","Aga m enyekwa ugwu na ndịda iwu sị ha, 'Hapụnụ ha ka ha laa, unu egbochikwala ha.' Hapụnụ ndị m ka ha site n'ala niile dị anya nke nsọtụ ụwa lọghachi,",Bible,42,39
481,"""You shall make an altar to burn incense on. You shall make it of acacia wood.","""Jiri osisi akashia rụọ ebe ịchụ aja ihe nsure ọkụ na-esi isi ụtọ.",Bible,19,17
482,Ghana is celebrating their independence today,Ghana na-eme mmemme nnwereonwe ha taa,JHW,6,8
483,Several Nigerians had been murdered before those attacks started.,egbuola ọtụtụ ndị Naịjirịa tutu mwakpo ndị ahụ malite,JHW,10,9
484,"The Police in Abia on Tuesday gunned down a suspected notorious armed robber identified as Sampson Nwokocha, aka 'Grave' who has been terrorizing residents of Umuahia and its environs.","Ndị uwe ojii n' Abịa n' ụbọchị Tuzdee gbaturu onye ekperima a na-enyo enyo a mara dị ka Sampson Nwokocha, 'aka Grave' onye na-ebutere ndị bi n' Ụmụahia na obodo ndị gbara gburugburu ihe ụjọ . ",JHW,33,46
485,"Ner became the father of Kish. Kish became the father of Saul. Saul became the father of Jonathan, Malchishua, Abinadab, and Eshbaal.","Nea mụrụ Kish, nna Sọl. Ma Sọl mụrụ Jonatan, Malkishua, Abinadab na Esh-Baal.",Bible,28,20
486,"July 6, 1967 - The official start of the 30-month Nigeria-Biafra war .","Julaị 6, 1967, - Mgbe agha ọnwa iri atọ Nigeria-Biafra bidoro",JHW,18,15
487,It is not true that Action Alliance is not behind Uche Nwosu -Obidiche,Ọ bụghị eziokwu na Action Alliance akwụghị Uche Nwosu n'azụ - Obidiche,JHW,14,14
488,"one golden ladle of ten shekels, full of incense;",O wetara otu efere ọlaedo nke ịdị arọ ya bụ shekel iri. A wụjuru efere a ụda na-esi isi ụtọ.,Bible,11,24
489,"Also Cyrus the king brought out the vessels of the LORD's house, which Nebuchadnezzar had brought out of Jerusalem, and had put in the house of his gods;","Nke ka nke, eze Sairọs chịpụtara ọtụtụ ngwongwo nke ụlọnsọ Onyenwe anyị nke Nebukadneza sitere na Jerusalem bukọrọ gaa debe n'ụlọ chi ya.",Bible,33,27
490,God is within her. She shall not be moved. God will help her at dawn.,"Chineke bi n'ime ya, ọ gaghị ada; Chineke ga-enyere ya aka mgbe chi bọrọ.",Bible,18,21
491,"The brother of Micah: Isshiah; of the sons of Isshiah, Zechariah.","A họpụtara nwanne Maịka nke nwoke aha ya bụ Ishaya, sitekwa n'ụmụ Ishaya họpụta Zekaraya.",Bible,15,19
492,"Let's not test Christ, as some of them tested, and perished by the serpents.",Ka anyị hapụ ịnwa Kraịst ọnwụnwa dịka ụfọdụ n'ime ha si nwaa Chineke. E mere ka agwọ tagbusie ha.,Bible,19,23
493,"He who sows wickedness reaps trouble, and the rod of his fury will be destroyed.","Onye na-agha ikpe na-ezighị ezi dịka mkpụrụ, ga-ewe ajọ ihe dịka ihe ubi, mkpanaka nke ikike iwe ha ga-agbajikwa.",Bible,17,30
494,"Some recollections by Edwin Madunagu in 'Settling account with Biafra (The Guardian, May 4, 2000) are apposite here:","Ncheta ụfọdụ nke Edwin Madunagu na 'imezi akaụntụ nke Biafra' ( Guardian Mee 4, 2000) tughariri nke a :",JHW,24,23
495,"Meanwhile, ALTON’s accounts of how the USSD usage by the banks began and the support of the Commission in allowing the banks to use the USSD platform to facilitate digital financial inclusion is also revealing in the document obtained by The Guardian.","Etu ọ dị, akaụntụ ALTON etu esi eji USSD site n'aka ndị ụlọakụ malitere na nkwado nke kọmịshọn n'inye ndị ụlọakụ ikike iji USSD wee kwalite ntinye ego dijital na-egosi n'akwụkwọ nke Guardian nwetara.",JHW,46,44
496,"""Listen diligently to my speech. Let this be your consolation.","""Gee ntị nke ọma n'okwu m; ka nke a bụrụ nkasiobi ị ga-enye m.",Bible,13,21
497,"The chief priests and the scribes sought how they might put him to death, for they feared the people.","Ndịisi nchụaja na ndị ozizi iwu nọkwa na-achọ ụzọ ha ga-esi gbuo ya, n'ihi na ha na-atụ egwu ndị mmadụ.",Bible,21,30
498,"the LORD spoke to me, saying,","Onyenwe anyị sịrị m,",Bible,8,5
499,"When you beat your olive tree, you shall not go over the boughs again. It shall be for the foreigner, for the fatherless, and for the widow.","Mgbe ị na-akụtusi mkpụrụ osisi oliv gị, ejeghachila azụ n'alaka ọbụla inyochazi ya, ịchọpụta ma ị ghọtachaala mkpụrụ niile mịrị n'elu ha. Hapụrụ ndị ọbịa na ụmụ mgbei, na ndị inyom di ha nwụrụ mkpụrụ ọbụla fọdụrụ.",Bible,32,48
500,Ebun-Olu Adegboruwa is well known lawyer in Lagos,Ebun-Olu Adegboruwa bụ okaiwu ama ama na Legos,JHW,10,10
501,About eighty eight thousand children might die of great hunger. ,Ụmụaka ruru puku 88 nwere ike ịnwụ n'oke agụụ,JHW,11,11
502,Three statements which Buhari 'humiliated Nigeria with',Okwu atọ Buhari ji 'wụọ Naịjirịa n'ala',JHW,9,11
503,to shoot innocent men from ambushes. They shoot at him suddenly and fearlessly.,"Ha na-agba onye na-enweghị ihe o mere àkụ site n'ebe nzuzo, na mberede ka ha na-agba ya, na-atụghị egwu.",Bible,15,32
504,He went on to say that Nigeria has made up to 7.8 billion dollars from foreign investors.,Ọ gakwara n'ihu kwuo na Naịjirịa alabatala ego ruru ijere dọla 7.8 site n'ake ndị mba ofesi ji ego achụ ego.,JHW,20,28
505,Justice agrees that Zakzaky Abuja should be restored.,"Ọlụikpe kwenyere na nke a, sị ka akpọghachie Zakzaky Abuja.",JHW,9,12
506,"Then the king arose, and tore his garments, and lay on the earth; and all his servants stood by with their clothes torn.","Eze biliri ọtọ, dọwaa uwe ya, daa n'ala, gbatịa onwe ya n'ihi obi ọjọọ. Ndị na-ejere ya ozi dọwakwara uwe ha n'ihi egwu na obi ọjọọ.",Bible,27,39
507,"National Chairman of the African Democratic Congress, Ralph Nwosu, has condemned the rearrest of pro-democracy activist and journalist, Omoyele Sowore, describing it as a manifestation of failed democracy.","Onyeisi mba nke Africa Democratic Congress, Ralph Nwosu akatọọla mkpụrụ nke onye nkwuwa ọchịchị onye kwuo uche ya na onye nta akụkọ, Omoyele Sowore, ma kọwaa ya dịka mpụtara nke ọdịda ọchịchị nke onye kwuo uche ya",JHW,35,40
508,"They went to bury her, but they found no more of her than the skull, the feet, and the palms of her hands.","Mgbe ha pụtara ili ya, ọ bụ naanị okpokoro isi ya na ọkpụkpụ ụkwụ ya abụọ, na aka ya abụọ ka ha hụrụ. Ha ahụkwaghị anụ ahụ ya.",Bible,27,32
509,All the hangings around the court were of fine twined linen.,Akwa mgbochi niile nke ogige ahụ gburugburu bụ ezi akwa ọcha a kpara nke ọma.,Bible,12,16
510,Political accusations,Ebubo ndọrọndọrọ ọchịchị	 	 ,JHW,2,3
511,"He said the Xenophobic attacks are triggered by high unemployment and high crime rates, and not because all South African hated Nigerians.","O kwuru na agha akpọmasị bụ oke enweghị ọrụ na nnukwu mpụ butere, Ọ bụghị na ndị Ọdịda anyanwụ Afịrịka niile kpọrọ ndị Naịjirịa asị",JHW,24,26
512,"Amnon was so troubled that he became sick because of his sister Tamar, for she was a virgin, and it seemed hard to Amnon to do anything to her.","Ma ịhụnanya a Amnọn hụrụ Tama nwanne ya nwanyị mere ya ka ọ daa ọrịa, n'ihi na ọ bụ ihe rara Amnọn ahụ ịchọpụta ụzọ ya na Tama ga-esi nwee mmekọ, ebe ọ bụ na Tama bụ nwaagbọghọ na-amaghị nwoke.",Bible,32,49
513,"Then their eyes were opened. Jesus strictly commanded them, saying, ""See that no one knows about this.""","Ngwangwa ndị ìsì ahụ bidoro ịhụ ụzọ. Jisọs maara ha ọkwa sị ha ""Unu agwakwala onye ọbụla.""",Bible,23,21
514,"They loaded their donkeys with their grain, and departed from there.",ha bokwasịrị ịnyịnya ibu akpa ọka ha n'otu n'otu. Ha hapụrụ Ijipt lawa.,Bible,13,19
515,"Sowore Is Our Benefactor, Not A Criminal –Ondo Students","Sowore bụ onye Nrite anyị, ọ bụghị ekperima-ụmụakwụkwọ Ondo",JHW,11,12
516,READ ALSO: Women groups want FG to declare state-of-emergency on GBV.,Gụkwuazị: Ọtụtụ òtù ụmụ nwaanyị chọrọ ka FG nye GBV 'state-of-emergency'.,JHW,17,19
517,Imo Election Results: Seven strong points raised by Uche Nwosu.,Imo Election Results: Ihe asaa gbara ọkpụrụkpụ Uche Nwosu kwuru,JHW,12,11
518,"In Okota, most of the shops close to Baba Ewe, where the Lagos touts attacked people on the election day was not opened due to fear.","N' Ọkọta, ọtụtụ ọdọahịa dị nso na Baba Ewe, ebe ndị agboro kpara ike ụbọchị ntuliaka agbapeghị n'ihi egwu.",JHW,29,25
519,It saves everyone the headache of figuring out the real relationship.,Ọ na-ebelatara onye ọbụla isi ọwụwa ịchọpụta ihe jikọrọ onye na onye.,JHW,12,15
520,But the multitude of the city was divided. Part sided with the Jews and part with the apostles.,"Ma ndị obodo ahụ kewara abụọ, ụfọdụ n'ime ha dịnyere ndị Juu. Ụfọdụ dịnyekwara ndị ozi.",Bible,20,21
521,"Their south border was from the uttermost part of the Salt Sea, from the bay that looks southward;","N'akụkụ ndịda, oke ala ha malitere n'ọnụ ọnụ ndịda osimiri Nnu.",Bible,20,17
522,Bidding their time until they had adequate ammunition with additional army of motivated fighters to unleash new wave of violence the group was willing to stay under the radar for a few years before drawing the line on the sand. Their long wait paid off in 2018. They have been on the offensive all of 2018. The ISWAP’s strategy is to put everything available to ensure that military presence in those territories they consider part of their caliphate is made ever untenable. ISWAP considers all parts of north and central Borno as its caliphate and territory and therefore obligated by doctrines and commandment to repel every external aggression within the territory.,"Idote oge ha rue na ha enweta ngwaọgụ tinyere ndị agha ebulili mmụọ ha iji kpochapụ ọgbaaghara, ndị otu ahụ dị njikere ịnọ na nnyocha ọtụtụ afọ tutu ha zọpụ ije. Nchekwube ha bịara na mmezu n'afọ 2018. Ha anọrọla n'inye nsogbu n'afọ 2018 niile. Atụmatụ ndị ISWAP bụ ime ka ihe niile dị ka npụta ndị agha na mpaghara ndị ahụ ha werela dịka nke ndị agha agaghị ewereli. ISWAP ewerela mpaghara Ugwu na Etiti Borno dịka nke aka ha na mpaghara ha na mezie dịka iwu ịchụ iwe niile dị n'obodo.",JHW,118,107
523,"Then Jonathan said to him, ""Tomorrow is the new moon, and you will be missed, because your seat will be empty.","Mgbe ahụ, Jonatan sịrị Devid, ""Echi bụ mmemme ọnwa ọhụrụ. A ga-ele anya gị, n'ihi na ọnọdụ gị ga-atọgbọrọ n'efu.",Bible,26,34
524,Super Falcons,Super Falcons,JHW,2,2
525,"In the third year, Jehoshaphat the king of Judah came down to the king of Israel.","Ma n'afọ nke atọ, Jehoshafat, eze Juda, gara ileta Ehab eze Izrel.",Bible,18,18
526,"She said to her young men, ""Go on before me. Behold, I am coming after you."" But she didn't tell her husband, Nabal.","Ọ sịrị ụmụ okorobịa na-ejere ya ozi, ""Na-aganụ n'ihu, ana m abịa n'azụ."" Ma ọ gwaghị di ya Nebal ihe ọ na-aga ime.",Bible,33,39
527,The quality in both the squad and the academy excites me.,'Agwa ndị otu egwuregwu ahụ na ndị agụmakwụkwọ nwere masịrị m.,JHW,12,13
528,What are you thinking? What on earth are you thinking?,Gịnị ka ị na-eche? gịnị n'ụwa ka ị na-eche?,JHW,12,17
529,"that you no longer should live the rest of your time in the flesh for the lusts of men, but for the will of God.","N'ihi nke a, onye dị otu ahụ anaghị ebi ndụ fọdụrụ ya n'ụwa n'ihi agụụ ọjọọ nke ọchịchọ mmadụ, kama ọ na-ebi ya n'ihi imezu ọchịchọ Chineke.",Bible,27,40
530,The FA finals will be tough as Man City will meet Waford in Wembley stadium by 5pm today,Agba nke ikpeazụ nke iko FA ga-adị kpọkpọ dịka Mancity ga-ezute Waford n'ama egwuregwu Wembley n'elekere ise nke mgbede taa.,JHW,18,29
531,Flying Eagles have gotten great victory and the words of Gowon concerning Miyetti Allah is part of this news,Flying Eagles enweela nnukwu mmeri na kwa ihe Gowon kwuru gbasara Miyetti Allah so n'akụkọ a.,JHW,19,19
532,"When Sahara Reporters asked if Simi had reached out to him privately, he answered: 'No, only through her lawyers.","Ka Sahara Reporters jụrụ ya ma Simi ọbịakwutela ya n' onwe ya, ọ zara: 'Mba, nanị site n' ndị ọka ikpe ya.",JHW,24,29
533,Hard drugs: hard drug dealers have polluted the water in Enugu.,Hard drugs: Ndị na-arụ ọgwụ ike agbarụọla mmiri ala n'Enugwu,JHW,13,15
534,"In the ranking table on the website of the world football governing body, Nigeria garnered 1493 points as against 1481 points gotten in October.","na tebulu inye ọkwa n'ọwa ozi nke ndị ọrụ asọmụmpi bọọlụ nke mba ụwa, Naịjirịa nwetara akara otu puku na narị anọ na iri iteghete na atọ karịa otu puku narị anọ iri asatọ na otu nke ọ nwetararịị n'ọnwa Oktoba",JHW,26,46
535,"Mary said, ""Behold, the servant of the Lord; let it be done to me according to your word."" Then the angel departed from her.","Meri zaghachiri sị, ""Abụ m ohu Onyenwe anyị, ka ọ dịrị m dị ka i kwuru."" Mgbe ahụ mmụọ ozi ahụ hapụrụ ya laa.",Bible,31,30
536,Listen to this evening's episode ,Gee Nkeji nke mgbede a:,JHW,7,6
537,"Be careful therefore how you hear. For whoever has, to him will be given; and whoever doesn't have, from him will be taken away even that which he thinks he has.""","Ya mere, kpacharanụ anya otu unu si ege ntị. N'ihi na ọ bụ onye ahụ nwere ihe ka a ga-enye karịa, ma onye ahụ na-enweghị, ọ bụladị nke o nwere, ka a ga-anapụ ya.""",Bible,39,49
538,"They gave them drinks in golden vessels of various kinds, including royal wine in abundance, according to the bounty of the king.",E jikwa iko ọlaedo ṅụọ ihe ọṅụṅụ. Iko ọlaedo ọbụla e wepụtara n'ụbọchị ahụ dị iche n'iche. O nweghị nke yiri ibe ya. E mekwara ka mmanya eze baa ụba dịka afọ ọma aka eze si dị.,Bible,25,45
539,"As this went on, Simone told his own story",Ọ bụ ka nke a na- aga ka Simone jiri kọ akụkọ nke ya.,JHW,10,16
540,All senators have come to Ekweremadu,Ndị sineti niile agbakutela Ekweremadu,JHW,6,5
541,"From the thirteenth year of Josiah the son of Amon, king of Judah, even to this day, these twenty-three years, the LORD's word has come to me, and I have spoken to you, rising up early and speaking; but you have not listened.","Kemgbe afọ iri abụọ na atọ, sitekwa n'afọ iri na atọ nke ọchịchị eze Josaya nwa Amọn, bụ eze Juda ruo taa, ka okwu Onyenwe anyị ruru m ntị, a gwara m unu okwu, mgbe na mgbe, ma unu jụrụ ige ntị n'ihe m gwara unu.",Bible,55,57
542,"""For from their least even to their greatest, everyone is given to covetousness. From the prophet even to the priest, everyone deals falsely.","""N'ihi na site n'onye ukwu ruo n'onye dịkarịsịrị nta, ọ bụ naanị akpịrị uru na-ezighị ezi ka e ji mara ha. Ọ bụladị ndị amụma na ndị nchụaja na-etinyekwa aka n'ọrụ aghụghọ.",Bible,28,48
543,There are things that our women did not do in the olden days but our modern women are comfortably doing it.,E nwere ihe ụmụnwaanyị mgbe ochie agaghị aka obi mee ma ụmụnwaanyị agba ọhụrụ na-eme ha ma kwudosie ike na ha.,JHW,22,24
544,"Come now, you who say, ""Today or tomorrow let's go into this city and spend a year there, trade, and make a profit.""","Ugbu a geenụ ntị unu bụ ndị na-asị, ""Taa maọbụ echi, anyị ga-aga ebe dị otu a, maọbụ obodo dị otu a, ịzụ ahịa na ire ahịa, anyị ga-anọkwa ebe ahụ otu afọ kpaa ego.""",Bible,32,49
545,The victims of the fire outbreak are expressing their feelings.,Onitsha tanker fire: Ndị ọkụ lara ihe ha n'iyi na-ekwu etu ọ dị ha - BBC News Ìgbò,JHW,11,23
546,"You shall tell the rebellious, even the house of Israel, 'The Lord GOD says: ""You house of Israel, let that be enough of all your abominations,","Ị ga-agwa ndị Izrel bụ ndị ụlọ nnupu isi, 'Otu a ka Onye kachasị ihe niile elu, bụ Onyenwe anyị sịrị, o zuola bụ ibi ndụ arụ unu niile ahụ, unu ndị Izrel!",Bible,33,41
547,"But solid food is for those who are full grown, who by reason of use have their senses exercised to discern good and evil.","Nri dị ike dịrị ndị tozuru oke, ndị siterela n'ihe ha na-eme zụọ onwe ha ịchọpụta ihe dị iche n'etiti ezi ihe na ajọ ihe.",Bible,26,33
548,PAC took over leadership in the year 2015.,APC were ọchịchị n'afọ 2015,JHW,9,7
549,"For God speaks once, yes twice, though man pays no attention.","Ma Chineke na-ekwu okwu, ugbu a n'otu ụzọ, ugbu a kwa n'ụzọ ọzọ, ọ bụ ezie na mmadụ nwere ike ghara ịghọta ya.",Bible,14,33
550,"The ambushers hurried, and rushed on Gibeah; then the ambushers spread out, and struck all the city with the edge of the sword.","Ndị ahụ zoro n'ọhịa gbapụtara ọsịịsọ gbaba n'obodo Gibea, kesaa onwe ha, were mma agha gbuchapụ ndị niile nọ n'obodo ahụ.",Bible,27,30
551,for I am poor and needy. My heart is wounded within me.,"N'ihi na abụ m ogbenye na onye nọ na mkpa, obi m tiwakwara etiwa n'ime m.",Bible,14,22
552,"He touched my mouth with it, and said, ""Behold, this has touched your lips; and your iniquity is taken away, and your sin forgiven.""","O weere icheku ọkụ ahụ sọtụ m n'ọnụ, sị m, ""Ugbu a, a gụọla gị dịka onye dị ọcha, n'ihi na icheku a emetụla gị n'ọnụ. A gbagharakwala gị mmehie gị niile.""",Bible,32,46
553,You shall make it hollow with planks. They shall make it as it has been shown you on the mountain.,"Jiri obodobo osisi rụọ ebe ịchụ aja ahụ, ka o nwee oghere n'ime, dịka igbe. Ị ga-arụ ya dịka e gosiri gị n'elu ugwu ahụ.",Bible,22,35
554,"As today is sickle cell's day, nutritionists have taken new advice.",Dịka taa bụ ụbọchị ncheta ọrịa ọbara nko nke pụtara 'Sickle Cell' na Bekee ndị ọkachamara n'ihe gbasara nri na ihe ọ na-enye na-ahụ adụọla ndụmọdụ ọhụrụ.,JHW,15,36
555,"The poor usually cooked with crayfish when they could not afford fish or meat. But now, periwinkle is now for the rich because of its cost in the market.","Ndị enweghi ego na-ejibu isha esi nri oge ha e nweghị ego anụ maọbụ azụ, ma ugbua, isha bụzikwa maka ndị nwere ego n'ihi oke ida ọnụ ahịa.",JHW,32,35
556,Mr. Bathily assisted six men as he took them to a hiding place and fled to the police.,Maazi Bathily nyere mmadụ isii aka di ka ọ kpọrọ ha gaa ebe ha zoro ma rịpụ ga kpọ ndị uweojii.,JHW,20,22
557,"Not everyone, but I for one have been idle on the fence.","Ọ bụghị onye ọbụla, mana a bụ m otu onye gbara nkịtị.",JHW,14,14
558,"Aljazeera reports that since taking office in 2015, Magufuli has launched an industrialization campaign that has helped buoy economic growth, which has averaged six to seven percent annually in recent years.","Aljazeera kpesara na kamgbe o weere ọkwa ọchịchị n'afọ 2015, Magufuli agbapeela mkpọsa mwube ụlọ mmepụta 'industrialization campaign' nke nyerela aka wulie akụnaụba, nke na-enye opekata mpe pasentị isii rue asaa n'afọ ọbụla n'afọ nso nso a.",JHW,34,50
559,"Then the king held out to Esther the golden scepter. So Esther arose, and stood before the king.","Eze setịpụrụ mkpara ọlaedo ya nye Esta. Esta biliri, guzo n'ihu eze,",Bible,21,17
560,"For the son dishonors the father, the daughter rises up against her mother, the daughter-in-law against her mother-in-law; a man's enemies are the men of his own house.","N'ihi na nwa na-elelị nna ya anya. Nwa nwanyị na-ebili megide nne ya. Nwunye nwa megidekwa nne di ya, ndị iro mmadụ bụ ndị ezinaụlọ ya.",Bible,42,36
561,"The LORD's word came to me, saying,","Okwu Onyenwe anyị ruru m ntị, sị,",Bible,11,9
562,Beans is a good food for the health,Agwa bụ ezi nri na-edozi ahụ,JHW,8,8
563,"For a limited period, Smile customers that currently subscribe to the Smile UnlimitedPremium plan will experience TRUEUnlimited internet with 'No Limit'. Ag. Managing Director of Smile Communications, Akin Alayoku, assured that the UnlimitedPremium plan embodies all the intrinsic elements that are the hall mark of Smile's customer-centric value.","Ruo oge dị mkpirikpi, ndị ahịa Smile na-akwụ ụgwọ ugbu a na atụmatụ Smile Premium na-enweghị njedebe ga-enweta ezi ịntanetị na-enweghị njedebe na 'Enweghị Oke'. Ag. Onye njikwa ụlọ ọrụ Smile, Akin Alayoku, masiri obi ike na atụmatụ Premium na-enweghị njedebe mejupụtara ihe niile dị n'ime ahụ bụ akara ụlọ nzukọ nke uru ahịa Smile bara.",JHW,60,76
564,"The men of Judah said, ""Why have you come up against us?"" They said, ""We have come up to bind Samson, to do to him as he has done to us.""","Ndị Juda jụrụ ajụjụ sị ha; ""Ọ bụ gịnị mere unu ji bịa n'ebe a ibuso anyị agha?"" Ha zara sị, ""Anyị na-achọ ijide Samsin, ka anyị megwara ya ihe ọjọọ o mere anyị.""",Bible,40,47
565,The tourists queue to enter St Paul's Cathedral Church in London where Diana and Charles were married several years ago,Ndị njem nlegharịanya kwụ n'ahịrị iji banye ụlọụka St Paul's Cathedral dị na Lọndọn ebe Diana na Charles gbara akwụkwọ ọtụtụ afọ gara aga,JHW,22,28
566,"You have heard it. Now see all this. And you, won't you declare it? ""I have shown you new things from this time, even hidden things, which you have not known.","Unu anụla ama m na-agba, hụkwa ka ha na-emezu, ma unu ajụla ikwere na ọ bụ eziokwu. ""Site ugbu a gawa, aga m agwa unu ihe ọhụrụ nke m na-agwabeghị unu na mbụ.",Bible,41,45
567,What you don't know about breadfruit you eat,Ihe ị na-amaghị maka ụkwa ị na-eri,JHW,10,11
568,Today's movie:,Ihe nkiri nke taa:,JHW,5,5
569,Let's be thankful to Olmec-Mexico for introducing cocoa tea to the world.,Ka anyi kelee ndi gboo nke 'Olmec-Mexico' maka i gosi ụwa niile ihe ọṅụṅụ mmiri koko.,JHW,17,21
570,"He poured some of the anointing oil on Aaron's head, and anointed him, to sanctify him.","Ọ wụsara Erọn ụfọdụ mmanụ nsọ ahụ n'isi, tee ya mmanụ, n'ihi ido ya nsọ.",Bible,21,22
